anzsco_level,nfd_indicator,code_text,anzsco_title,covid_adjusted,skill_level,trend_data_for_feb_2026_000,qtr_change_to_feb_2026_000,qtr_change_to_feb_2026_pct,1_year_change_to_feb_2026_000,1_year_change_to_feb_2026_pct,5_year_change_to_feb_2026_000,5_year_change_to_feb_2026_pct,10_year_change_to_feb_2026_000,10_year_change_to_feb_2026_pct,share_of_national_emp_pct,share_of_level_1_group_pct,female_share_2025_4_quarter_avg_pct,part_time_share_2025_4_quarter_avg_pct,female_part_time_share_2025_4_quarter_avg_pct,male_part_time_share_2025_4_quarter_avg_pct,median_age_2025_abs_customised_report,median_female_age_2025_abs_customised_report,median_male_age_2025_abs_customised_report
4,N,1323,Human Resource Managers,,1,95.296739185494,0.27496856284202,0.289374278168282,0.966963505573005,1.02508831236289,14.9343558923097,18.5837642940789,46.0408309087526,93.47270717266,0.643843180078461,5.02151939903896,59.2379854929493,11.4318116188588,16.1103356012005,4.63267915212247,44,42,45
4,N,1324,Policy and Planning Managers,,1,41.8503468560109,0.685424023596397,1.66506816103314,2.76262190972495,7.06774802964696,14.6293867445662,53.7430960725572,20.6035515284015,96.9725137871877,0.282749028324174,2.20524154750887,59.7599705883134,11.0984403183257,13.3827623249853,7.70602193114085,45,46,45
4,N,1325,Research and Development Managers,,1,20.5145501769223,0.280643964355317,1.38699844413143,1.11825255212758,5.76528868425948,6.03915849222469,41.7201732690168,9.41992179956513,84.9052485506418,0.138600264150479,1.0809835945746,54.2621044171777,12.9539565588475,17.6926446205423,7.33211534310598,48,48,48
4,N,1331,Construction Managers,,1,134.274712505657,0.659215075153327,0.493367227477637,2.68764003508528,2.04248030192051,19.450225504769,16.9390920114615,45.4229193695624,51.1221189424824,0.907185897887708,7.07540551135846,10.8629730074507,6.83301457815288,14.6491133059021,5.88048034548836,42,39,42
4,N,1332,Engineering Managers,,1,33.4933796308282,0.279823859633169,0.842498953020411,1.11863479036295,3.45526982799497,7.56755991485869,29.189279250435,13.7347923940312,69.5130285856294,0.226287743289018,1.76488363603087,18.1802263210378,4.32617746691682,8.96446719569202,3.29555671146368,45,42,45
4,N,1333,"Importers, Exporters and Wholesalers",,1,17.7453756508586,-0.154723431729622,-0.864371928980685,-0.681673127395946,-3.69930711965325,-4.30750104241774,-19.5326038517734,-2.29071880041935,-11.4329606799854,0.119891186082418,0.935066077135869,22.7508313077688,22.3331610205717,43.4414372036761,16.1165137920534,52,48,53
4,N,1334,Manufacturers,,1,19.3938759084191,-0.509465179598564,-2.55969677324816,-2.00044238053623,-9.35034411247841,-5.47976780872434,-22.030418506588,-1.51671528919356,-7.25333528287196,0.131028772292183,1.02193133709558,22.948990584803,25.6109646386493,51.590272195563,17.8732479182203,45,42,47
4,N,1335,Production Managers,,1,64.7446806543988,0.16027419876167,0.248162377820661,0.66824737345398,1.04289102753899,3.33417087491824,5.42931639371003,8.56861923450835,15.2531505732697,0.437427570365785,3.41162428714177,15.5679279578402,4.03214905046023,11.1669698599062,2.71660184586136,47,42,47
4,N,1336,"Supply, Distribution and Procurement Managers",,1,56.6770572665355,0.623883235646403,1.1130203533213,2.50783448369924,4.62962980612278,11.4707010558882,25.3740889941192,17.5171227556587,44.7322575342744,0.382921148193179,2.98651291719825,23.9445899099387,6.53901860532207,14.6973477557514,3.97052485165807,45,42,46
4,N,1341,Child Care Centre Managers,,1,17.1972243284531,-0.0816833997346507,-0.472734741220925,-0.35176312500532,-2.0044639380946,0.3582374247719,2.12742860850843,3.49069741609195,25.467410077048,0.116187769852248,0.9061820615589,94.9085584233875,19.4720179996306,19.406349837104,,43,43,47
4,N,1342,Health and Welfare Services Managers,,1,51.1893000969735,1.11267484616609,2.22194455116191,4.5366279944494,9.72426184823816,20.5006046406779,66.8018119892817,29.5231835846643,136.264307301639,0.345844800589388,2.69734374604191,66.0363180328839,16.7421950956545,18.4913857984428,13.3412059619484,47,47,45
4,N,1343,School Principals,,1,30.0394825438013,0.238619065342078,0.800711917339436,0.940131111261767,3.23076310975953,4.60709282407432,18.1150606562968,7.38233416615953,32.5828036393338,0.202952547319232,1.58288568549208,65.9375395640195,6.5149621617433,8.77871538855426,2.13282664688895,50,48,52
4,N,1344,Other Education Managers,,1,16.1816245520216,0.156569818005515,0.977031408655141,0.639134899543233,4.11217838218935,2.27482592655326,16.3576534601373,4.08865074347458,33.8101347791294,0.109326181561469,0.852666547569662,57.76318177337,15.5121760204634,21.3275687726385,7.55902987205529,47,47,44
4,N,1351,ICT Managers,,1,95.7968254047393,1.00635571376797,1.06166338984164,4.06645110361296,4.4330475424246,25.9170770216721,37.0881086743468,38.771848093345,67.9909925814174,0.647221859186102,5.04787069576323,24.7361778395281,5.5340132929193,10.0845534209693,4.03843458535172,45,45,46
4,N,1391,Commissioned Officers (Management),,1,4.42778518865008,0.00365417128706902,0.082596362375522,0.0189203358814884,0.429143022372465,0.0226033090607549,0.513107283163122,1.59934818780981,56.5453000132114,<0.1,0.233315530097049,9.35681973470758,5.97869017621032,,5.02236508682082,46,20,46
4,N,1392,Senior Non-commissioned Defence Force Members,,1,0.260149629434461,-0.00210173624455667,-0.801420514671062,-0.00847942645913086,-3.15655595442724,-0.0444641944827017,-14.5969063094108,0.147553301346543,131.046281750262,<0.1,<0.1,,,,,45,31,46
4,N,1399,Other Specialist Managers,,1,72.2410277549079,0.422110837302313,0.587743251247551,1.64208680665546,2.32593688318791,10.385829902776,16.7905532007252,23.346013594416,47.7472273917042,0.488074339577574,3.80663310600454,42.912512495004,11.0123792119881,15.3489805565566,7.75256751737885,45,44,45
4,N,1411,Cafe and Restaurant Managers,,2,63.6677186605992,-0.0951346665388186,-0.149200767491891,-0.384136334148302,-0.599727102641762,-2.78760230405448,-4.19470143788359,-3.52712510532618,-5.24910083519652,0.430151407080052,3.35487538271844,50.4158711136369,22.5293645538601,29.3700145322012,15.5739670175496,38,39,37
4,N,1412,Caravan Park and Camping Ground Managers,,2,3.17043414191054,0.0384858501743652,1.22881499276065,0.155263929553697,5.14942502805945,0.635224695133951,25.056103192642,-0.536589603535229,-14.4749437926976,<0.1,0.167061293839135,48.1795368184653,15.2439364185403,,,51,50,53
4,N,1413,Hotel and Motel Managers,Y,2,18.5227267783977,-0.026133484612874,-0.140889975137656,-0.162481286941425,-0.869571729537369,-0.80888601899585,-4.18426557304578,-3.01043971296615,-13.9804785059064,0.125143120474613,0.97602743426273,39.4366724893938,17.7641533914943,25.6176411289878,12.6502430967921,44,42,47
4,N,1414,Licensed Club Managers,,2,7.76405507055187,0.0931895859062086,1.21485099814018,0.373280893252678,5.0506331853463,1.123782599136,16.92374227072,0.823306807383069,11.8619315406087,0.052455455975238,0.409115290672167,37.0978723577086,17.2266885230343,21.9024285480698,14.4690710444488,56,41,57
4,N,1419,Other Accommodation and Hospitality Managers,,2,8.29054007177904,-0.121721999675717,-1.44695919648955,-0.379694301202077,-4.37928532111325,0.679651145397702,8.92998376368169,0.745816575022066,9.88527379886947,0.0560124903538635,0.436857631801166,60.6106717220249,46.0137207701523,51.5169719943704,37.5455450661295,54,51,55
4,N,1421,Retail Managers,,2,247.457542432775,-0.0884404911679155,-0.0357268940999493,0.289910612788219,0.117293114253473,16.3470879142371,7.07327928902752,15.3322556811018,6.6051639162881,1.6718709623862,13.0394057591619,48.1683168325519,17.5955441397578,24.6017891855099,11.084487377815,42,41,43
4,N,1491,"Amusement, Fitness and Sports Centre Managers",,2,20.3375223088878,0.197317257772031,0.97971821672739,0.860777038532976,4.41951171299215,5.23942338224865,34.7025371055437,7.36589874026744,56.7847093411365,0.137404229674463,1.07165537536056,47.6620824141035,22.8306683873066,25.7878098025177,20.1377160522629,38,37,42
4,N,1492,Call or Contact Centre and Customer Service Managers,,2,38.4905067004288,-0.178763008283255,-0.462287003684945,-0.698378876820811,-1.78208404381431,1.60198568026097,4.3427755734233,2.43685756579973,6.75897620432314,0.260049299153855,2.02819978655118,42.5206280770556,8.35002053664796,17.2939032539137,1.73374242515691,42,40,44
4,N,1493,Conference and Event Organisers,,2,31.2033602777995,0.0100696068759341,0.0322813228721659,0.0739549714700942,0.237572708962279,1.05637408328306,3.50407857179173,3.03690130716015,10.7819776363291,0.210815930136783,1.64421448508516,72.1451273991002,24.5010501468124,30.563889072086,8.79807807473553,38,37,41
4,N,1494,Transport Services Managers,,2,23.4136139223705,0.562753043482275,2.46272141108784,2.18950198950246,10.3161064944807,6.95956250864016,42.2969537024337,5.36483703826535,29.7241030387491,0.15818689887768,1.23374543051195,22.3773437543851,10.8772218334004,14.8657249125684,9.72740155173482,47,45,47
4,N,1499,"Other Hospitality, Retail and Service Managers",,2,91.1887301852303,-0.103683548728526,-0.113573017173888,-0.226323739691765,-0.247578194153494,11.9028364933724,15.0125525981108,24.9578378993699,37.6830766398992,0.616088677656585,4.80505399778218,39.3647584381503,15.1657796990299,22.4937930759971,10.4083899590405,46,44,47
4,N,2111,"Actors, Dancers and Other Entertainers",,1,8.42218789043036,0.108841810215443,1.30924190049633,0.475713513820951,5.98647263270894,1.67231501834858,24.7755039249029,1.96973291836746,30.5268758464148,0.0569019284493882,0.20796295131289,53.934894113693,59.3702478570038,59.7754449185588,58.8958267048178,33,27,35
